"plot","old_plot","year","month","day","date","survey_date","start_time1","start_time1.1","end_time1","end_time1.1","type","duration","region","region_code","subregion","subregion_code","zone","cluster","cluster_size","survey_method","Tylercomment","quality1","quality2","quality1_date","quality2_date","prop_surveyed","Selection_Method","Sighting_code","species","group","final_nests","final_centroids","final_decision_comment","Count_Nests_found","Count_Probable_nest","Count_Pairs","Count_Male","Count_Female","Count_Unknown_sex","Incidentals.Off_Plot_Birds_Seen_Y.N","GIS_UTM_ZONE","UTM_SW_Easting","UTM_SW_Northing","UTM_NW_Easting","UTM_NW_Northing","UTM_NE_Easting","UTM_NE_Northing","UTM_SE_Easting","UTM_SE_Northing","plot_area","snow_cover","habitat","X1.Region","X2.Zone","X3.Plot","X4.Area","X5.Land","X6.Elev","X7.Hab","X8.Pgood","X9.Pfair","X10.Ppoor","X12.UniqueZone","X11.UniqueZone","number","plotID","camp"
"KWI-IntB","B",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","PESA","Shorebirds",0,1,"Observed at NW end of plot on 5/10 surveys; Pair observed on plot but no nest found; Potential nest only.",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,548781,7617616,548781,7618016,549081,7618016,549081,7617616,0.12,NA,2,"8.4",27114,457884,0.119063169,0.116,-28.14670563,2,0.053,0.573,0.373,"8.27114","8.27114",1,"KWI-IntB.2010","KWI"
"KWI-IntB","B",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","BBSA","Shorebirds",0,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,548781,7617616,548781,7618016,549081,7618016,549081,7617616,0.12,NA,2,"8.4",27114,457884,0.119063169,0.116,-28.14670563,2,0.053,0.573,0.373,"8.27114","8.27114",0,"KWI-IntB.2010","KWI"
"KWI-IntC","C",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","AMGP","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,NA,2,"8.4",27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,"8.27136","8.27136",1,"KWI-IntC.2010","KWI"
"KWI-IntC","C",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","BASA","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,NA,2,"8.4",27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,"8.27136","8.27136",2,"KWI-IntC.2010","KWI"
"KWI-IntC","C",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","PESA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,NA,2,"8.4",27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,"8.27136","8.27136",1,"KWI-IntC.2010","KWI"
"KWI-IntC","C",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","SESA","Shorebirds",4,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,NA,2,"8.4",27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,"8.27136","8.27136",4,"KWI-IntC.2010","KWI"
"KWI-IntC","C",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","WRSA","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,NA,2,"8.4",27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,"8.27136","8.27136",2,"KWI-IntC.2010","KWI"
"KWI-IntC","C",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","REPH","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,547727,7618283,547727,7618683,548027,7618683,548027,7618283,0.12,NA,2,"8.4",27136,458112,0.119068386,0.11,-23.68523274,2,0.078,0.643,0.279,"8.27136","8.27136",2,"KWI-IntC.2010","KWI"
"KWI-IntD","D",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","SESA","Shorebirds",1,0,"One pair of BBPL, AMGP, SAND, WRSA, and RUTU all were frequently seen on plot during intensive surveys, however, they all likely have their territoy centroids off the plot.",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,NA,2,"8.4",27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,"8.27135","8.27135",1,"KWI-IntD.2010","KWI"
"KWI-IntD","D",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","BASA","Shorebirds",2,0,"One pair of BBPL, AMGP, SAND, WRSA, and RUTU all were frequently seen on plot during intensive surveys, however, they all likely have their territoy centroids off the plot.",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,547051,7618669,547051,7619069,547351,7619069,547351,7618669,0.12,NA,2,"8.4",27135,458113,0.119071331,0.09,-22.96245291,2,0.233,0.397,0.371,"8.27135","8.27135",2,"KWI-IntD.2010","KWI"
"KWI-IntE","E",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","BBSA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,"8.4",27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,"8.27166","8.27166",1,"KWI-IntE.2010","KWI"
"KWI-IntE","E",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","WRSA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,"8.4",27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,"8.27166","8.27166",1,"KWI-IntE.2010","KWI"
"KWI-IntE","E",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","BASA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,"8.4",27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,"8.27166","8.27166",1,"KWI-IntE.2010","KWI"
"KWI-IntE","E",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","SESA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,"8.4",27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,"8.27166","8.27166",1,"KWI-IntE.2010","KWI"
"KWI-IntE","E",2010,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Queen Maud Gulf","8","Queen Maud - rest","8.4","199_KWI__R8",NA,NA,"not applicable - final decision","",2,NA,"May 1, 2010","",NA,"field selected","0","REPH","Shorebirds",7,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,549033,7618986,549033,7619386,549333,7619386,549333,7618986,0.12,NA,2,"8.4",27166,458132,0.119072971,0.113,-25.08699569,1,0.481,0.128,0.391,"8.27166","8.27166",7,"KWI-IntE.2010","KWI"
"NIG-IntA","NIG-A",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1624_R12_B_Z",NA,NA,"not applicable - final decision","",1,1,"May 1, 2006","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",11,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,487370,7689130,487370,7689530,487670,7689530,487670,7689130,0.12,NA,1,"12.2",6255,65978,0.12,0.12,-5.228783131,1,1,0,0,"126255","12.6255",12,"NIG-IntA.2006","NIG"
"NIG-IntB","NIG-B",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1532_R12_B_Z",NA,NA,"not applicable - final decision","",1,1,"May 1, 2006","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",5,0,"originally entered as 6 on-plot RNPH nests, however, note in 2006_MackDelta_Intensive_Nig.pdf, p.30 states that RNPH nest b-03 is 5m outside the plot boundary. Therefore, EIB entered 5 centroids as being on the plot.
",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,486650,7690280,486650,7690680,486950,7690680,486950,7690280,0.12,NA,1,"12.2",6184,65264,0.12,0.096,-5.122560024,1,0.923,0.01,0.067,"126184","12.6184",5,"NIG-IntB.2006","NIG"
"NIG-IntC","NIG-C",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","STSA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,486530,7692450,486530,7692850,486830,7692850,486830,7692450,0.12,NA,2,"12.2",6031,64037,0.12,0.12,0.334712085,2,0.038,0.962,0,"126031","12.6031",1,"NIG-IntC.2006","NIG"
"NIG-IntC","NIG-C",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","PESA","Shorebirds",3,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,486530,7692450,486530,7692850,486830,7692850,486830,7692450,0.12,NA,2,"12.2",6031,64037,0.12,0.12,0.334712085,2,0.038,0.962,0,"126031","12.6031",3,"NIG-IntC.2006","NIG"
"NIG-IntC","NIG-C",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","SESA","Shorebirds",11,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,486530,7692450,486530,7692850,486830,7692850,486830,7692450,0.12,NA,2,"12.2",6031,64037,0.12,0.12,0.334712085,2,0.038,0.962,0,"126031","12.6031",12,"NIG-IntC.2006","NIG"
"NIG-IntC","NIG-C",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",5,1,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,486530,7692450,486530,7692850,486830,7692850,486830,7692450,0.12,NA,2,"12.2",6031,64037,0.12,0.12,0.334712085,2,0.038,0.962,0,"126031","12.6031",6,"NIG-IntC.2006","NIG"
"NIG-IntD","NIG-D",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","PESA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,485700,7691950,485700,7692350,486000,7692350,486000,7691950,0.12,NA,2,"12.2",6031,64034,0.12,0.12,2.377885217,2,0.031,0.923,0.046,"126031","12.6031",1,"NIG-IntD.2006","NIG"
"NIG-IntD","NIG-D",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,485700,7691950,485700,7692350,486000,7692350,486000,7691950,0.12,NA,2,"12.2",6031,64034,0.12,0.12,2.377885217,2,0.031,0.923,0.046,"126031","12.6031",1,"NIG-IntD.2006","NIG"
"NIG-IntD","NIG-D",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","STSA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,485700,7691950,485700,7692350,486000,7692350,486000,7691950,0.12,NA,2,"12.2",6031,64034,0.12,0.12,2.377885217,2,0.031,0.923,0.046,"126031","12.6031",1,"NIG-IntD.2006","NIG"
"NIG-IntD","NIG-D",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","SESA","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,485700,7691950,485700,7692350,486000,7692350,486000,7691950,0.12,NA,2,"12.2",6031,64034,0.12,0.12,2.377885217,2,0.031,0.923,0.046,"126031","12.6031",2,"NIG-IntD.2006","NIG"
"NIG-IntE","NIG-E",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","STSA","Shorebirds",2,0,"2 nests on plot plus 1 nest  5m off plot",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,486200,7692000,486200,7692400,486500,7692400,486500,7692000,0.12,NA,2,"12.2",6031,64290,0.12,0.12,0.33417551,2,0.129,0.829,0.043,"126031","12.6031",2,"NIG-IntE.2006","NIG"
"NIG-IntE","NIG-E",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","AMGP","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,486200,7692000,486200,7692400,486500,7692400,486500,7692000,0.12,NA,2,"12.2",6031,64290,0.12,0.12,0.33417551,2,0.129,0.829,0.043,"126031","12.6031",1,"NIG-IntE.2006","NIG"
"NIG-IntE","NIG-E",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","HUGO","Shorebirds",1,0,"found by rapid crew then depredated. Intensive crew never saw bird and would not have found depredated nest without coordinates from rapid crew.",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,486200,7692000,486200,7692400,486500,7692400,486500,7692000,0.12,NA,2,"12.2",6031,64290,0.12,0.12,0.33417551,2,0.129,0.829,0.043,"126031","12.6031",1,"NIG-IntE.2006","NIG"
"NIG-IntE","NIG-E",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,486200,7692000,486200,7692400,486500,7692400,486500,7692000,0.12,NA,2,"12.2",6031,64290,0.12,0.12,0.33417551,2,0.129,0.829,0.043,"126031","12.6031",1,"NIG-IntE.2006","NIG"
"NIG-IntE","NIG-E",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","PESA","Shorebirds",1,0,"1 nests on plot plus 1 nest  2m off plot",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,486200,7692000,486200,7692400,486500,7692400,486500,7692000,0.12,NA,2,"12.2",6031,64290,0.12,0.12,0.33417551,2,0.129,0.829,0.043,"126031","12.6031",1,"NIG-IntE.2006","NIG"
"NIG-IntE","NIG-E",2006,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1351_R12_B_Z",NA,NA,"not applicable - final decision","",2,2,"May 1, 2006","October 1, 2019",NA,"field selected","0","SESA","Shorebirds",2,0,"2 nests on plot plus 1 nest  1m off plot",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,486200,7692000,486200,7692400,486500,7692400,486500,7692000,0.12,NA,2,"12.2",6031,64290,0.12,0.12,0.33417551,2,0.129,0.829,0.043,"126031","12.6031",2,"NIG-IntE.2006","NIG"
"NIG-IntH","INTA",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1626_R12_B_Z",NA,NA,"not applicable - final decision","",1,1,"May 1, 2005","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",3,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,488683,7690032,488683,7690432,488983,7690432,488983,7690032,0.12,NA,1,"12.2",6257,65983,0.12,0.103384615,-5.310686111,1,1,0,0,"126257","12.6257",3,"NIG-IntH.2005","NIG"
"NIG-IntI","INTB",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1534_R12_B_Z",NA,NA,"not applicable - final decision","",1,1,"May 1, 2005","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",4,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,488556,7690458,488556,7690858,488856,7690858,488856,7690458,0.12,NA,1,"12.2",6186,65751,0.12,0.111428571,-5.313648964,1,1,0,0,"126186","12.6186",4,"NIG-IntI.2005","NIG"
"NIG-IntJ","INTC",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1625_R12_B_Z",NA,NA,"not applicable - final decision","",NA,1,"","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",6,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,488320,7689916,488320,7690316,488620,7690316,488620,7689916,0.12,NA,1,"12.2",6256,65982,0.12,0.110769231,-5.309652345,1,1,0,0,"126256","12.6256",6,"NIG-IntJ.2005","NIG"
"NIG-IntK","INTE",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1534_R12_B_Z",NA,NA,"not applicable - final decision","",NA,1,"","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,488557,7691248,488557,7691648,488857,7691248,488857,7691648,0.12,NA,1,"12.2",6186,65512,0.12,0.103384615,-5.354800224,1,1,0,0,"126186","12.6186",1,"NIG-IntK.2005","NIG"
"NIG-IntL","INTFa",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1533_R12_B_Z",NA,NA,"not applicable - final decision","",NA,1,"","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",7,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,487533,7690603,487533,7691003,487833,7691003,487833,7690603,0.12,NA,1,"12.2",6185,65267,0.12,0.12,-5.194706364,1,0.954,0,0.046,"126185","12.6185",7,"NIG-IntL.2005","NIG"
"NIG-IntM","INTG",2005,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","Mackenzie","12","Mackenzie Gas Project Affected Areas","12.4","1535_R12_B_Z",NA,NA,"not applicable - final decision","",NA,1,"","October 1, 2019",NA,"field selected","0","RNPH","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",8,489370,7691300,489370,7691700,489670,7691700,489670,7691300,0.12,NA,1,"12.2",6187,65755,0.12,0.062571429,-5.108437538,1,1,0,0,"126187","12.6187",2,"NIG-IntM.2005","NIG"
"PBP-INT1A16","PBP-INT-1A",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",NA,3,"","September 1, 2019",NA,"GIS selected","0","SAND","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,516468,8403224,516468,8403624,516768,8403624,516768,8403224,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT1A16.2016","PBP"
"PBP-INT1A17","PBP-INT1A17",2017,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",NA,NA,"","",NA,"GIS selected","0","SAND","Shorebirds",2,0,"Nests AR09SAND17 and AR12SAND17. AR12SAND17 nest observed to have failed at 05-Jul-17 check",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,516022,8403699,516022,8404099,516322,8404099,516322,8403699,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"PBP-INT1A17.2017","PBP"
"PBP-INT1A18","PBP-INT1A18",2018,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",0,NA,"May 1, 2018","",NA,"field selected","0","SAND","Shorebirds",2,0,"Nest ID: RJ11SAND18, RJ14SAND18",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,516146,8403272,516446,8403672,516446,8403672,516446,8403272,0.12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"PBP-INT1A18.2018","PBP"
"PBP-INT1B16","PBP-INT-1B",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",NA,1,"","September 1, 2019",NA,"GIS selected","0","SAND","Shorebirds",2,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,515969,8402189,515969,8402589,516269,8402589,516269,8402189,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"PBP-INT1B16.2016","PBP"
"PBP-INT1B16","PBP-INT-1B",2016,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",NA,1,"","September 1, 2019",NA,"GIS selected","0","WRSA","Shorebirds",1,0,"",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,515969,8402189,515969,8402589,516269,8402589,516269,8402189,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT1B16.2016","PBP"
"PBP-INT1B18","PBP-INT1B18",2018,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","INTENSIVE","","North Archipelago","10","North Archipelago - rest","10.2","",NA,NA,"not applicable - final decision","",0,NA,"May 1, 2018","",NA,"field selected","0","SAND","Shorebirds",1,0,"Nest ID: JE06SAND18",NA,NA,NA,NA,NA,NA,"not applicable - final decision",14,516415,8402547,516415,8402947,516715,8402947,516715,8402547,0.12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PBP-INT1B18.2018","PBP"
